2023-11-28 23:14:17.197 DEBUG:   (start of logging session)
2023-11-29 00:20:45.386 INFO:    Plate 'stock_plate' well D5: target is zero, will skip transfer
2023-11-29 00:20:45.390 INFO:    Plate 'stock_plate' well E5: target is zero, will skip transfer
2023-11-29 00:20:45.396 INFO:    Plate 'stock_plate' well F5: target is zero, will skip transfer
2023-11-29 00:20:45.399 INFO:    Plate 'stock_plate' well G5: target is zero, will skip transfer
2023-11-29 00:20:45.403 INFO:    Plate 'stock_plate' well H5: target is zero, will skip transfer
2023-11-29 00:20:59.662 INFO:    Flushing CCI with 1 x 200.0 μL of 'pbs'.
2023-11-29 00:21:35.281 INFO:    Not aliquoting from source well A5 to well A5 on plate 'stock_plate'.
2023-11-29 00:21:35.291 INFO:    Not aliquoting from source well B5 to well B5 on plate 'stock_plate'.
2023-11-29 00:21:35.301 INFO:    Not aliquoting from source well C5 to well C5 on plate 'stock_plate'.
2023-11-29 00:21:35.314 INFO:    Not aliquoting from source well D5 to well D5 on plate 'stock_plate'.
2023-11-29 00:21:35.325 INFO:    Not aliquoting from source well E5 to well E5 on plate 'stock_plate'.
2023-11-29 00:21:35.332 INFO:    Not aliquoting from source well F5 to well F5 on plate 'stock_plate'.
2023-11-29 00:21:35.340 INFO:    Not aliquoting from source well G5 to well G5 on plate 'stock_plate'.
2023-11-29 00:21:35.347 INFO:    Not aliquoting from source well H5 to well H5 on plate 'stock_plate'.
2023-11-29 00:21:41.401 INFO:    Mixing at source plate location 'A6', 15 cycles for stage 'postquench', well vol 260.0 μL, plunger boost ON
2023-11-29 00:21:42.782 DEBUG:   Enabling plunger boost for pipette '8ch', max speed 150.0, accel 1000.0
2023-11-29 00:22:07.752 DEBUG:   Disabling plunger boost for pipette '8ch'
2023-11-29 00:22:08.603 INFO:    Loading CCI from source column 6.
2023-11-29 00:23:16.623 INFO:    Running CCI counting scan for source plate column 6...
2023-11-29 00:24:31.795 INFO:    CCI counting scan complete.
2023-11-29 00:24:31.810 INFO:    Well A6: density = 108.7 cells/μL, valid_area = 96%
2023-11-29 00:24:31.813 INFO:    Well B6: density = 124.8 cells/μL, valid_area = 97%
2023-11-29 00:24:31.816 INFO:    Well C6: density = 49.8 cells/μL, valid_area = 97%
2023-11-29 00:24:31.821 INFO:    Well D6: density = 49.4 cells/μL, valid_area = 98%
2023-11-29 00:24:31.824 INFO:    Well E6: density = 156.8 cells/μL, valid_area = 98%
2023-11-29 00:24:31.827 INFO:    Well F6: density = 159.7 cells/μL, valid_area = 98%
2023-11-29 00:24:31.830 INFO:    Well G6: density = 63.5 cells/μL, valid_area = 98%
2023-11-29 00:24:31.833 INFO:    Well H6: density = 181.3 cells/μL, valid_area = 98%
2023-11-29 00:24:31.891 INFO:    Plate 'stock_plate' well A6: target = 12.5k cells, aliquot = 115.0 μL
2023-11-29 00:24:31.897 INFO:    Plate 'stock_plate' well B6: target = 12.5k cells, aliquot = 100.2 μL
2023-11-29 00:24:31.901 WARNING: Plate 'stock_plate' well C6: seeding target (12.5k cells -> 251.1 μL) out of pipetting range - aliquoting max volume (200.0 μL)
2023-11-29 00:24:31.905 INFO:    Plate 'stock_plate' well C6: target = 12.5k cells, aliquot = 200.0 μL
2023-11-29 00:24:31.908 WARNING: Plate 'stock_plate' well D6: seeding target (12.5k cells -> 253.0 μL) out of pipetting range - aliquoting max volume (200.0 μL)
2023-11-29 00:24:31.911 INFO:    Plate 'stock_plate' well D6: target = 12.5k cells, aliquot = 200.0 μL
2023-11-29 00:24:31.920 INFO:    Plate 'stock_plate' well E6: target = 12.5k cells, aliquot = 79.7 μL
2023-11-29 00:24:31.924 INFO:    Plate 'stock_plate' well F6: target = 12.5k cells, aliquot = 78.3 μL
2023-11-29 00:24:31.927 INFO:    Plate 'stock_plate' well G6: target = 12.5k cells, aliquot = 197.0 μL
2023-11-29 00:24:31.933 INFO:    Plate 'stock_plate' well H6: target = 12.5k cells, aliquot = 68.9 μL
2023-11-29 00:24:46.189 INFO:    Flushing CCI with 1 x 200.0 μL of 'pbs'.
2023-11-29 00:25:21.614 INFO:    Aliquoting 85.0 μL of 'media' and 115.0 μL from source well A6 to well A6 on plate 'stock_plate'.
2023-11-29 00:25:36.881 INFO:    Mixing at source plate location 'A6', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:26:10.565 INFO:    Aliquoting 99.8 μL of 'media' and 100.2 μL from source well B6 to well B6 on plate 'stock_plate'.
2023-11-29 00:26:23.563 INFO:    Mixing at source plate location 'B6', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:26:56.838 INFO:    Aliquoting 200.0 μL from source well C6 to well C6 on plate 'stock_plate'.
2023-11-29 00:27:03.135 INFO:    Mixing at source plate location 'C6', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:27:37.972 INFO:    Aliquoting 200.0 μL from source well D6 to well D6 on plate 'stock_plate'.
2023-11-29 00:27:44.278 INFO:    Mixing at source plate location 'D6', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:28:19.291 INFO:    Aliquoting 120.3 μL of 'media' and 79.7 μL from source well E6 to well E6 on plate 'stock_plate'.
2023-11-29 00:28:32.975 INFO:    Mixing at source plate location 'E6', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:29:05.972 INFO:    Aliquoting 121.7 μL of 'media' and 78.3 μL from source well F6 to well F6 on plate 'stock_plate'.
2023-11-29 00:29:19.667 INFO:    Mixing at source plate location 'F6', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:29:52.654 INFO:    Aliquoting 3.0 μL of 'media' and 197.0 μL from source well G6 to well G6 on plate 'stock_plate'.
2023-11-29 00:30:03.700 INFO:    Mixing at source plate location 'G6', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:30:39.198 INFO:    Aliquoting 131.1 μL of 'media' and 68.9 μL from source well H6 to well H6 on plate 'stock_plate'.
2023-11-29 00:30:52.954 INFO:    Mixing at source plate location 'H6', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:31:34.281 INFO:    Mixing at source plate location 'A7', 15 cycles for stage 'postquench', well vol 260.0 μL, plunger boost ON
2023-11-29 00:31:35.632 DEBUG:   Enabling plunger boost for pipette '8ch', max speed 150.0, accel 1000.0
2023-11-29 00:32:00.543 DEBUG:   Disabling plunger boost for pipette '8ch'
2023-11-29 00:32:01.407 INFO:    Loading CCI from source column 7.
2023-11-29 00:33:09.435 INFO:    Running CCI counting scan for source plate column 7...
2023-11-29 00:34:24.034 INFO:    CCI counting scan complete.
2023-11-29 00:34:24.041 INFO:    Well A7: density = 119.3 cells/μL, valid_area = 96%
2023-11-29 00:34:24.044 INFO:    Well B7: density = 82.8 cells/μL, valid_area = 97%
2023-11-29 00:34:24.048 INFO:    Well C7: density = 171.6 cells/μL, valid_area = 97%
2023-11-29 00:34:24.051 INFO:    Well D7: density = 149.5 cells/μL, valid_area = 98%
2023-11-29 00:34:24.055 INFO:    Well E7: density = 94.1 cells/μL, valid_area = 98%
2023-11-29 00:34:24.058 INFO:    Well F7: density = 87.0 cells/μL, valid_area = 98%
2023-11-29 00:34:24.064 INFO:    Well G7: density = 119.2 cells/μL, valid_area = 98%
2023-11-29 00:34:24.068 INFO:    Well H7: density = 60.0 cells/μL, valid_area = 98%
2023-11-29 00:34:24.125 INFO:    Plate 'stock_plate' well A7: target = 12.5k cells, aliquot = 104.8 μL
2023-11-29 00:34:24.134 INFO:    Plate 'stock_plate' well B7: target = 12.5k cells, aliquot = 151.0 μL
2023-11-29 00:34:24.139 INFO:    Plate 'stock_plate' well C7: target is zero, will skip transfer
2023-11-29 00:34:24.145 INFO:    Plate 'stock_plate' well D7: target = 12.5k cells, aliquot = 83.6 μL
2023-11-29 00:34:24.152 INFO:    Plate 'stock_plate' well E7: target = 12.5k cells, aliquot = 132.9 μL
2023-11-29 00:34:24.156 INFO:    Plate 'stock_plate' well F7: target = 12.5k cells, aliquot = 143.7 μL
2023-11-29 00:34:24.160 INFO:    Plate 'stock_plate' well G7: target = 12.5k cells, aliquot = 104.9 μL
2023-11-29 00:34:24.164 WARNING: Plate 'stock_plate' well H7: seeding target (12.5k cells -> 208.3 μL) out of pipetting range - aliquoting max volume (200.0 μL)
2023-11-29 00:34:24.167 INFO:    Plate 'stock_plate' well H7: target = 12.5k cells, aliquot = 200.0 μL
2023-11-29 00:34:38.438 INFO:    Flushing CCI with 1 x 200.0 μL of 'pbs'.
2023-11-29 00:35:13.856 INFO:    Aliquoting 95.2 μL of 'media' and 104.8 μL from source well A7 to well A7 on plate 'stock_plate'.
2023-11-29 00:35:29.140 INFO:    Mixing at source plate location 'A7', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:36:02.673 INFO:    Aliquoting 49.0 μL of 'media' and 151.0 μL from source well B7 to well B7 on plate 'stock_plate'.
2023-11-29 00:36:14.724 INFO:    Mixing at source plate location 'B7', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:36:49.058 INFO:    Not aliquoting from source well C7 to well C7 on plate 'stock_plate'.
2023-11-29 00:36:49.071 INFO:    Aliquoting 116.4 μL of 'media' and 83.6 μL from source well D7 to well D7 on plate 'stock_plate'.
2023-11-29 00:37:02.574 INFO:    Mixing at source plate location 'D7', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:37:35.617 INFO:    Aliquoting 67.1 μL of 'media' and 132.9 μL from source well E7 to well E7 on plate 'stock_plate'.
2023-11-29 00:37:47.971 INFO:    Mixing at source plate location 'E7', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:38:22.099 INFO:    Aliquoting 56.3 μL of 'media' and 143.7 μL from source well F7 to well F7 on plate 'stock_plate'.
2023-11-29 00:38:34.244 INFO:    Mixing at source plate location 'F7', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:39:08.665 INFO:    Aliquoting 95.1 μL of 'media' and 104.9 μL from source well G7 to well G7 on plate 'stock_plate'.
2023-11-29 00:39:21.778 INFO:    Mixing at source plate location 'G7', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:39:55.341 INFO:    Aliquoting 200.0 μL from source well H7 to well H7 on plate 'stock_plate'.
2023-11-29 00:40:01.778 INFO:    Mixing at source plate location 'H7', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:40:45.123 INFO:    Mixing at source plate location 'A8', 15 cycles for stage 'postquench', well vol 260.0 μL, plunger boost ON
2023-11-29 00:40:46.472 DEBUG:   Enabling plunger boost for pipette '8ch', max speed 150.0, accel 1000.0
2023-11-29 00:41:11.387 DEBUG:   Disabling plunger boost for pipette '8ch'
2023-11-29 00:41:12.235 INFO:    Loading CCI from source column 8.
2023-11-29 00:42:20.249 INFO:    Running CCI counting scan for source plate column 8...
2023-11-29 00:43:36.631 INFO:    CCI counting scan complete.
2023-11-29 00:43:36.635 INFO:    Well A8: density = 201.4 cells/μL, valid_area = 96%
2023-11-29 00:43:36.638 INFO:    Well B8: density = 155.0 cells/μL, valid_area = 97%
2023-11-29 00:43:36.642 INFO:    Well C8: density = 114.0 cells/μL, valid_area = 97%
2023-11-29 00:43:36.648 INFO:    Well D8: density = 107.9 cells/μL, valid_area = 98%
2023-11-29 00:43:36.651 INFO:    Well E8: density = 133.3 cells/μL, valid_area = 98%
2023-11-29 00:43:36.660 INFO:    Well F8: density = 179.2 cells/μL, valid_area = 98%
2023-11-29 00:43:36.664 INFO:    Well G8: density = 124.3 cells/μL, valid_area = 98%
2023-11-29 00:43:36.667 INFO:    Well H8: density = 127.8 cells/μL, valid_area = 98%
2023-11-29 00:43:36.725 INFO:    Plate 'stock_plate' well A8: target = 12.5k cells, aliquot = 62.1 μL
2023-11-29 00:43:36.732 INFO:    Plate 'stock_plate' well B8: target = 12.5k cells, aliquot = 80.6 μL
2023-11-29 00:43:36.736 INFO:    Plate 'stock_plate' well C8: target = 12.5k cells, aliquot = 109.7 μL
2023-11-29 00:43:36.740 INFO:    Plate 'stock_plate' well D8: target = 12.5k cells, aliquot = 115.8 μL
2023-11-29 00:43:36.747 INFO:    Plate 'stock_plate' well E8: target = 12.5k cells, aliquot = 93.8 μL
2023-11-29 00:43:36.751 INFO:    Plate 'stock_plate' well F8: target = 12.5k cells, aliquot = 69.8 μL
2023-11-29 00:43:36.755 INFO:    Plate 'stock_plate' well G8: target = 12.5k cells, aliquot = 100.5 μL
2023-11-29 00:43:36.762 INFO:    Plate 'stock_plate' well H8: target = 12.5k cells, aliquot = 97.8 μL
2023-11-29 00:43:51.054 INFO:    Flushing CCI with 1 x 200.0 μL of 'pbs'.
2023-11-29 00:44:26.388 INFO:    Aliquoting 137.9 μL of 'media' and 62.1 μL from source well A8 to well A8 on plate 'stock_plate'.
2023-11-29 00:44:42.658 INFO:    Mixing at source plate location 'A8', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:45:16.996 INFO:    Aliquoting 119.4 μL of 'media' and 80.6 μL from source well B8 to well B8 on plate 'stock_plate'.
2023-11-29 00:45:33.056 INFO:    Mixing at source plate location 'B8', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:46:05.904 INFO:    Aliquoting 90.3 μL of 'media' and 109.7 μL from source well C8 to well C8 on plate 'stock_plate'.
2023-11-29 00:46:18.709 INFO:    Mixing at source plate location 'C8', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:46:52.153 INFO:    Aliquoting 84.2 μL of 'media' and 115.8 μL from source well D8 to well D8 on plate 'stock_plate'.
2023-11-29 00:47:04.823 INFO:    Mixing at source plate location 'D8', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:47:38.464 INFO:    Aliquoting 106.2 μL of 'media' and 93.8 μL from source well E8 to well E8 on plate 'stock_plate'.
2023-11-29 00:47:51.569 INFO:    Mixing at source plate location 'E8', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:48:24.921 INFO:    Aliquoting 130.2 μL of 'media' and 69.8 μL from source well F8 to well F8 on plate 'stock_plate'.
2023-11-29 00:48:38.574 INFO:    Mixing at source plate location 'F8', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:49:11.255 INFO:    Aliquoting 99.5 μL of 'media' and 100.5 μL from source well G8 to well G8 on plate 'stock_plate'.
2023-11-29 00:49:24.205 INFO:    Mixing at source plate location 'G8', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:49:57.592 INFO:    Aliquoting 102.2 μL of 'media' and 97.8 μL from source well H8 to well H8 on plate 'stock_plate'.
2023-11-29 00:50:10.716 INFO:    Mixing at source plate location 'H8', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:50:52.849 INFO:    Mixing at source plate location 'A9', 15 cycles for stage 'postquench', well vol 260.0 μL, plunger boost ON
2023-11-29 00:50:54.515 DEBUG:   Enabling plunger boost for pipette '8ch', max speed 150.0, accel 1000.0
2023-11-29 00:51:19.571 DEBUG:   Disabling plunger boost for pipette '8ch'
2023-11-29 00:51:20.426 INFO:    Loading CCI from source column 9.
2023-11-29 00:52:28.410 INFO:    Running CCI counting scan for source plate column 9...
2023-11-29 00:53:44.238 INFO:    CCI counting scan complete.
2023-11-29 00:53:44.244 INFO:    Well A9: density = 79.5 cells/μL, valid_area = 96%
2023-11-29 00:53:44.251 INFO:    Well B9: density = 348.3 cells/μL, valid_area = 95%
2023-11-29 00:53:44.254 INFO:    Well C9: density = 83.9 cells/μL, valid_area = 97%
2023-11-29 00:53:44.258 INFO:    Well D9: density = 53.3 cells/μL, valid_area = 98%
2023-11-29 00:53:44.261 INFO:    Well E9: density = 135.9 cells/μL, valid_area = 98%
2023-11-29 00:53:44.264 INFO:    Well F9: density = 41.5 cells/μL, valid_area = 98%
2023-11-29 00:53:44.273 INFO:    Well G9: density = 133.4 cells/μL, valid_area = 98%
2023-11-29 00:53:44.278 INFO:    Well H9: density = 74.4 cells/μL, valid_area = 98%
2023-11-29 00:53:44.373 INFO:    Plate 'stock_plate' well A9: target = 12.5k cells, aliquot = 157.2 μL
2023-11-29 00:53:44.385 INFO:    Plate 'stock_plate' well B9: target = 12.5k cells, aliquot = 35.9 μL
2023-11-29 00:53:44.389 INFO:    Plate 'stock_plate' well C9: target = 12.5k cells, aliquot = 149.1 μL
2023-11-29 00:53:44.407 WARNING: Plate 'stock_plate' well D9: seeding target (12.5k cells -> 234.5 μL) out of pipetting range - aliquoting max volume (200.0 μL)
2023-11-29 00:53:44.412 INFO:    Plate 'stock_plate' well D9: target = 12.5k cells, aliquot = 200.0 μL
2023-11-29 00:53:44.417 INFO:    Plate 'stock_plate' well E9: target = 12.5k cells, aliquot = 92.0 μL
2023-11-29 00:53:44.422 WARNING: Plate 'stock_plate' well F9: seeding target (12.5k cells -> 300.9 μL) out of pipetting range - aliquoting max volume (200.0 μL)
2023-11-29 00:53:44.428 INFO:    Plate 'stock_plate' well F9: target = 12.5k cells, aliquot = 200.0 μL
2023-11-29 00:53:44.437 INFO:    Plate 'stock_plate' well G9: target = 12.5k cells, aliquot = 93.7 μL
2023-11-29 00:53:44.441 INFO:    Plate 'stock_plate' well H9: target = 12.5k cells, aliquot = 168.1 μL
2023-11-29 00:53:58.692 INFO:    Flushing CCI with 1 x 200.0 μL of 'pbs'.
2023-11-29 00:54:34.250 INFO:    Aliquoting 42.8 μL of 'media' and 157.2 μL from source well A9 to well A9 on plate 'stock_plate'.
2023-11-29 00:54:48.136 INFO:    Mixing at source plate location 'A9', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:55:22.573 INFO:    Aliquoting 164.1 μL of 'media' and 35.9 μL from source well B9 to well B9 on plate 'stock_plate'.
2023-11-29 00:55:36.898 INFO:    Mixing at source plate location 'B9', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:56:08.806 INFO:    Aliquoting 50.9 μL of 'media' and 149.1 μL from source well C9 to well C9 on plate 'stock_plate'.
2023-11-29 00:56:20.795 INFO:    Mixing at source plate location 'C9', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:56:55.173 INFO:    Aliquoting 200.0 μL from source well D9 to well D9 on plate 'stock_plate'.
2023-11-29 00:57:01.494 INFO:    Mixing at source plate location 'D9', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:57:36.449 INFO:    Aliquoting 108.0 μL of 'media' and 92.0 μL from source well E9 to well E9 on plate 'stock_plate'.
2023-11-29 00:57:49.615 INFO:    Mixing at source plate location 'E9', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:58:22.694 INFO:    Aliquoting 200.0 μL from source well F9 to well F9 on plate 'stock_plate'.
2023-11-29 00:58:29.085 INFO:    Mixing at source plate location 'F9', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:59:04.178 INFO:    Aliquoting 106.3 μL of 'media' and 93.7 μL from source well G9 to well G9 on plate 'stock_plate'.
2023-11-29 00:59:17.345 INFO:    Mixing at source plate location 'G9', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 00:59:50.566 INFO:    Aliquoting 31.9 μL of 'media' and 168.1 μL from source well H9 to well H9 on plate 'stock_plate'.
2023-11-29 01:00:02.096 INFO:    Mixing at source plate location 'H9', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:00:45.440 INFO:    Mixing at source plate location 'A10', 15 cycles for stage 'postquench', well vol 260.0 μL, plunger boost ON
2023-11-29 01:00:47.091 DEBUG:   Enabling plunger boost for pipette '8ch', max speed 150.0, accel 1000.0
2023-11-29 01:01:12.117 DEBUG:   Disabling plunger boost for pipette '8ch'
2023-11-29 01:01:12.973 INFO:    Loading CCI from source column 10.
2023-11-29 01:02:21.018 INFO:    Running CCI counting scan for source plate column 10...
2023-11-29 01:03:36.596 INFO:    CCI counting scan complete.
2023-11-29 01:03:36.606 INFO:    Well A10: density = 168.3 cells/μL, valid_area = 96%
2023-11-29 01:03:36.613 INFO:    Well B10: density = 61.7 cells/μL, valid_area = 97%
2023-11-29 01:03:36.616 INFO:    Well C10: density = 81.2 cells/μL, valid_area = 97%
2023-11-29 01:03:36.620 INFO:    Well D10: density = 63.7 cells/μL, valid_area = 98%
2023-11-29 01:03:36.624 INFO:    Well E10: density = 151.6 cells/μL, valid_area = 98%
2023-11-29 01:03:36.627 INFO:    Well F10: density = 138.9 cells/μL, valid_area = 98%
2023-11-29 01:03:36.631 INFO:    Well G10: density = 167.1 cells/μL, valid_area = 98%
2023-11-29 01:03:36.634 INFO:    Well H10: density = 260.9 cells/μL, valid_area = 97%
2023-11-29 01:03:36.694 INFO:    Plate 'stock_plate' well A10: target is zero, will skip transfer
2023-11-29 01:03:36.701 INFO:    Plate 'stock_plate' well B10: target is zero, will skip transfer
2023-11-29 01:03:36.705 INFO:    Plate 'stock_plate' well C10: target is zero, will skip transfer
2023-11-29 01:03:36.712 INFO:    Plate 'stock_plate' well D10: target is zero, will skip transfer
2023-11-29 01:03:36.716 INFO:    Plate 'stock_plate' well E10: target is zero, will skip transfer
2023-11-29 01:03:36.721 INFO:    Plate 'stock_plate' well F10: target is zero, will skip transfer
2023-11-29 01:03:36.730 INFO:    Plate 'stock_plate' well G10: target is zero, will skip transfer
2023-11-29 01:03:36.734 INFO:    Plate 'stock_plate' well H10: target is zero, will skip transfer
2023-11-29 01:03:50.999 INFO:    Flushing CCI with 1 x 200.0 μL of 'pbs'.
2023-11-29 01:04:26.378 INFO:    Not aliquoting from source well A10 to well A10 on plate 'stock_plate'.
2023-11-29 01:04:26.389 INFO:    Not aliquoting from source well B10 to well B10 on plate 'stock_plate'.
2023-11-29 01:04:26.397 INFO:    Not aliquoting from source well C10 to well C10 on plate 'stock_plate'.
2023-11-29 01:04:26.410 INFO:    Not aliquoting from source well D10 to well D10 on plate 'stock_plate'.
2023-11-29 01:04:26.418 INFO:    Not aliquoting from source well E10 to well E10 on plate 'stock_plate'.
2023-11-29 01:04:26.440 INFO:    Not aliquoting from source well F10 to well F10 on plate 'stock_plate'.
2023-11-29 01:04:26.450 INFO:    Not aliquoting from source well G10 to well G10 on plate 'stock_plate'.
2023-11-29 01:04:26.466 INFO:    Not aliquoting from source well H10 to well H10 on plate 'stock_plate'.
2023-11-29 01:04:32.338 INFO:    Mixing at source plate location 'A11', 15 cycles for stage 'postquench', well vol 260.0 μL, plunger boost ON
2023-11-29 01:04:33.968 DEBUG:   Enabling plunger boost for pipette '8ch', max speed 150.0, accel 1000.0
2023-11-29 01:04:58.857 DEBUG:   Disabling plunger boost for pipette '8ch'
2023-11-29 01:04:59.716 INFO:    Loading CCI from source column 11.
2023-11-29 01:06:07.722 INFO:    Running CCI counting scan for source plate column 11...
2023-11-29 01:07:23.223 INFO:    CCI counting scan complete.
2023-11-29 01:07:23.230 INFO:    Well A11: density = 214.7 cells/μL, valid_area = 96%
2023-11-29 01:07:23.233 INFO:    Well B11: density = 64.4 cells/μL, valid_area = 97%
2023-11-29 01:07:23.236 INFO:    Well C11: density = 183.4 cells/μL, valid_area = 97%
2023-11-29 01:07:23.240 INFO:    Well D11: density = 179.4 cells/μL, valid_area = 98%
2023-11-29 01:07:23.243 INFO:    Well E11: density = 92.8 cells/μL, valid_area = 98%
2023-11-29 01:07:23.246 INFO:    Well F11: density = 132.4 cells/μL, valid_area = 98%
2023-11-29 01:07:23.250 INFO:    Well G11: density = 101.0 cells/μL, valid_area = 98%
2023-11-29 01:07:23.253 INFO:    Well H11: density = 109.6 cells/μL, valid_area = 98%
2023-11-29 01:07:23.310 INFO:    Plate 'stock_plate' well A11: target = 12.5k cells, aliquot = 58.2 μL
2023-11-29 01:07:23.314 INFO:    Plate 'stock_plate' well B11: target = 12.5k cells, aliquot = 194.2 μL
2023-11-29 01:07:23.317 INFO:    Plate 'stock_plate' well C11: target = 12.5k cells, aliquot = 68.1 μL
2023-11-29 01:07:23.328 INFO:    Plate 'stock_plate' well D11: target = 12.5k cells, aliquot = 69.7 μL
2023-11-29 01:07:23.336 INFO:    Plate 'stock_plate' well E11: target = 12.5k cells, aliquot = 134.7 μL
2023-11-29 01:07:23.340 INFO:    Plate 'stock_plate' well F11: target = 12.5k cells, aliquot = 94.4 μL
2023-11-29 01:07:23.347 INFO:    Plate 'stock_plate' well G11: target = 12.5k cells, aliquot = 123.7 μL
2023-11-29 01:07:23.350 INFO:    Plate 'stock_plate' well H11: target = 12.5k cells, aliquot = 114.1 μL
2023-11-29 01:07:37.610 INFO:    Flushing CCI with 1 x 200.0 μL of 'pbs'.
2023-11-29 01:08:12.908 INFO:    Aliquoting 141.8 μL of 'media' and 58.2 μL from source well A11 to well A11 on plate 'stock_plate'.
2023-11-29 01:08:29.024 INFO:    Mixing at source plate location 'A11', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:09:01.339 INFO:    Aliquoting 5.8 μL of 'media' and 194.2 μL from source well B11 to well B11 on plate 'stock_plate'.
2023-11-29 01:09:12.044 INFO:    Mixing at source plate location 'B11', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:09:47.212 INFO:    Aliquoting 131.9 μL of 'media' and 68.1 μL from source well C11 to well C11 on plate 'stock_plate'.
2023-11-29 01:10:00.757 INFO:    Mixing at source plate location 'C11', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:10:33.313 INFO:    Aliquoting 130.3 μL of 'media' and 69.7 μL from source well D11 to well D11 on plate 'stock_plate'.
2023-11-29 01:10:46.856 INFO:    Mixing at source plate location 'D11', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:11:19.437 INFO:    Aliquoting 65.3 μL of 'media' and 134.7 μL from source well E11 to well E11 on plate 'stock_plate'.
2023-11-29 01:11:31.608 INFO:    Mixing at source plate location 'E11', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:12:05.572 INFO:    Aliquoting 105.6 μL of 'media' and 94.4 μL from source well F11 to well F11 on plate 'stock_plate'.
2023-11-29 01:12:18.644 INFO:    Mixing at source plate location 'F11', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:12:51.875 INFO:    Aliquoting 76.3 μL of 'media' and 123.7 μL from source well G11 to well G11 on plate 'stock_plate'.
2023-11-29 01:13:04.393 INFO:    Mixing at source plate location 'G11', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:13:38.977 INFO:    Aliquoting 85.9 μL of 'media' and 114.1 μL from source well H11 to well H11 on plate 'stock_plate'.
2023-11-29 01:13:51.585 INFO:    Mixing at source plate location 'H11', 4 cycles for stage 'pretransfer', well vol 230.0 μL
2023-11-29 01:14:33.609 INFO:    Mixing at source plate location 'A12', 15 cycles for stage 'postquench', well vol 260.0 μL, plunger boost ON
2023-11-29 01:14:35.206 DEBUG:   Enabling plunger boost for pipette '8ch', max speed 150.0, accel 1000.0
2023-11-29 01:15:00.090 DEBUG:   Disabling plunger boost for pipette '8ch'
2023-11-29 01:15:00.941 INFO:    Loading CCI from source column 12.
2023-11-29 01:16:08.939 INFO:    Running CCI counting scan for source plate column 12...
2023-11-29 01:17:26.327 INFO:    CCI counting scan complete.
2023-11-29 01:17:26.334 INFO:    Well A12: density = 124.6 cells/μL, valid_area = 96%
2023-11-29 01:17:26.337 INFO:    Well B12: density = 82.8 cells/μL, valid_area = 97%
2023-11-29 01:17:26.343 INFO:    Well C12: density = 220.1 cells/μL, valid_area = 97%
2023-11-29 01:17:26.347 INFO:    Well D12: density = 199.0 cells/μL, valid_area = 98%
